,id,uuid,record,associaties_Categorie2,Opgeschoond,associaties_positief_Categorie2,associaties_relevant_Categorie2
grolsch,168,91r3hjuf5ghve1cx,675,grolsch,grolsch,Neutraal,Relevant bij het kopen van pils
grolsch,174,hehmg5wkj37y0cz2,705,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,183,j6js930jppdx45dh,736,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,221,c6h6ft1tspww22m6,852,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,236,gh3nptkjd2xxj762,908,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,249,v88wk2rzpsp6mauk,938,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,272,ng700a5m2370a3fg,1003,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,279,husjnhkc7h334zzp,1032,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,282,c0ph7wtq8mrtywvf,1055,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,288,q9g5dv9qqfyu9p05,1074,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,291,9j0guf9d0aytyf7z,1082,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,293,w9stc4b30a0du0wx,1086,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,294,7g0p7bb0y0ktgvah,1091,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,330,ksjepkygk0v3nnj4,1234,grolsch,grolsch,Neutraal,Niet bij het kopen van pils
grolsch,379,u1m15wej41374k63,1491,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,384,9yj76wnece9wy6n1,1521,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,399,j0ev3qz369jykzp0,1616,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,419,483p99770ffhvq9m,1731,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,464,tcn60kbjdk31gh2d,2016,grolsch,grolsch,Neutraal,Relevant bij het kopen van pils
grolsch,471,h0pbx1by7f4avj88,2042,grolsch,grolsch,Neutraal,Niet bij het kopen van pils
grolsch,473,3h814byux6dymabf,2044,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,498,vshfge223xnfqv99,59,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,525,q9xfekywa5v1f8hn,633,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,526,zx1taqrjquqypjkb,644,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,536,7zhm0yjp96sd8f2b,1087,grolsch,grolsch,Neutraal,Relevant bij het kopen van pils
grolsch,555,7q1zu01pb9v4zc4q,1402,grolsch,grolsch,Negatief,Niet bij het kopen van pils
grolsch,573,n0hg6dwbqvqyddvk,1551,grolsch,grolsch,Positief,Relevant bij het kopen van pils
grolsch,594,84xghxzqah1ubzkm,1801,grolsch,grolsch,Negatief,Niet bij het kopen van pils
grolsch,613,cem4y6rhk3ktvczt,2175,grolsch,grolsch,Neutraal,Niet bij het kopen van pils
Grolsch,334,460zcpgan27g5mvc,1263,Grolscg,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,30,r6kfj06a5rbbc1zn,108,Grols,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,149,9vtdsykbp1zs9276,588,Grols,Grolsch,Neutraal,Niet bij het kopen van pils
Grolsch,40,rxstefv3vvnmmwt5,156,grols,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,320,sp3ntfnq9hs28rc0,1176,grols,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,371,6d05uk88ptra77n8,1433,grols,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,44,ggyy85dw7517h5qb,164,grolls,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,82,mrw9xkgk1mapkcwg,284,grolls,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,181,fnmwedrw3rnmz2cm,724,Grolch,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,45,e5payq5sc5mvx5y7,166,grolch,Grolsch,Positief,Relevant bij het kopen van pils
Grolsch,596,2nek6ab6m3427hwa,1835,grolch,Grolsch,Neutraal,Niet bij het kopen van pils
Gras,572,yc4n140h97vj3h86,1548,Gras,Gras,Positief,Niet bij het kopen van pils
Grafenwalder,394,9qux0dnsh2b06qjc,1580,Grafenwalder,Grafenwalder,Positief,Relevant bij het kopen van pils
goudgele~rakker,155,140fy3tszfjq6uv5,621,goudgele rakker,goudgele rakker,Positief,Niet bij het kopen van pils
Goud~vocht,508,9bmy9bcgew533h3e,297,Goud vocht,Goud vocht,Neutraal,Niet bij het kopen van pils
Goud,157,qfr3mt916re3hsk8,632,Goud,Goud,Positief,Relevant bij het kopen van pils
goud,254,au0gre9nkcjj4uz0,954,goud,goud,Neutraal,Niet bij het kopen van pils
Goedkoop,29,gu206mjjbv1smukz,104,Goedkoop,Goedkoop,Positief,Relevant bij het kopen van pils
Goedkoop,218,fgqq58yr9b2h37k0,843,Goedkoop,Goedkoop,Positief,Relevant bij het kopen van pils
Goedkoop,519,9rnrrnw6xe36tsev,522,Goedkoop,Goedkoop,Positief,Niet bij het kopen van pils
goedkoop,256,8fhd41tv5vwyjmnc,962,goedkoop,goedkoop,Positief,Relevant bij het kopen van pils
goedkoop,308,d2yy7j839f0kmpsn,1140,goedkoop,goedkoop,Positief,Relevant bij het kopen van pils
goedkoop,416,ypz9md0whreekd0t,1720,goedkoop,goedkoop,Positief,Relevant bij het kopen van pils
goedkoop,423,p9x3mx2r8v1uzzqb,1743,goedkoop,goedkoop,Positief,Relevant bij het kopen van pils
goedkoop,594,84xghxzqah1ubzkm,1801,goedkoop,goedkoop,Neutraal,Relevant bij het kopen van pils
goed~voor~de~dorst,16,11fbu6h1xnt3jadx,54,goed voor de dorst,goed voor de dorst,Positief,Relevant bij het kopen van pils
goed~voor~de~dorst,292,8cczrvn9jcv79uv6,1083,goed voor de dorst,goed voor de dorst,Positief,Relevant bij het kopen van pils
Goed,76,6skqmagy9m64qgn4,259,Goed,Goed,Positief,Relevant bij het kopen van pils
goed,520,vfsnan22asx91ay1,548,goed,goed,Positief,Relevant bij het kopen van pils
schuim,175,uyrsq2auywprm10y,706,Glas met schuimlaag,schuim,Positief,Relevant bij het kopen van pils
Glas,89,8tukgrkvxwym52ky,315,Glas,Glas,Positief,Relevant bij het kopen van pils
Glas,346,x0d4pwxp2qx5765m,1330,Glas,Glas,Neutraal,Niet bij het kopen van pils
Gist,12,b8ggzucemnbh2r72,39,Gist,Gist,Neutraal,Niet bij het kopen van pils
Gigi,583,ah6emruj5y9ntj9g,1642,Gigi,Gigi,Neutraal,Niet bij het kopen van pils
gezond,8,s99c4axghku29ntc,31,gezond,gezond,Positief,Relevant bij het kopen van pils
gezelschap,558,gp7faffwddedcgmj,1424,gezelschap,gezelschap,Positief,Niet bij het kopen van pils
Gezelligheid,10,4memqr0p2kn49a6r,34,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,214,d57cgty8uj8wa9sp,831,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,271,fg3xy2zup5ypq5sf,1002,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,337,cb8mwxtxec2tpyj0,1287,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,353,bjt1gaw3xrrsp9qn,1353,Gezelligheid,Gezelligheid,Positief,Niet bij het kopen van pils
Gezelligheid,402,bwpbv9naxd3nudda,1655,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,465,v4je00qruegpzgqg,2018,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,469,bf6w1f4gv0a0d6bj,2030,Gezelligheid,Gezelligheid,Positief,Niet bij het kopen van pils
Gezelligheid,470,8phu74r0fvmamyvk,2034,Gezelligheid,Gezelligheid,Positief,Niet bij het kopen van pils
Gezelligheid,484,554u458qk7q7afv7,2114,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,487,00fhy33xzzkcczjn,2168,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,488,cn6bzwm64rvzh4pm,2169,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,538,7hcv6t75yhrxb5s7,1124,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
Gezelligheid,598,d6e6kpf0k7kpx8v0,1875,Gezelligheid,Gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,128,qhy8kx10q50h66ex,503,gezelligheid,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,220,k07ruyp82x3bv70m,850,gezelligheid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,247,0ba0ym8n4gpa48j4,934,gezelligheid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,314,281sj97ducubry2u,1161,gezelligheid,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,327,szvwgmcs5b607k6r,1224,gezelligheid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,348,6tspdkgs05qnggc7,1338,gezelligheid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,412,fxyfy4au5pnemrp2,1699,gezelligheid,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,417,u3xku3phzfgkdagd,1722,gezelligheid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,478,yrtcd6598gthqjtv,2069,gezelligheid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,577,h1b45bysas2gctsu,1583,gezelligheid,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,195,y75qbencp2v21dz0,773,gezellig heid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,145,ynfcdgn9632abepd,576,Gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,157,qfr3mt916re3hsk8,632,Gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,170,dxamydxrhw026c5a,690,Gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,196,1gkwr1e1xh0eeu5g,777,Gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,206,6k5y853ukkvqwm52,797,Gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,245,01xdr080cacg84tg,927,Gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,283,zzwkskrea82pue0b,1057,Gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,304,1e119negv5kwzqzp,1122,Gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,400,cm2dp28g91uh0nhp,1652,Gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,446,mehq1ddf6549jckc,1880,Gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,553,g0zhu4xx9ys5s1yq,1391,Gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,575,mehgtzxb75335kd2,1561,Gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,588,uynb4r2zerfbg1fm,1694,Gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,4,ks4crmwhm9e0vrpw,15,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,50,wfvm3f0yzb27vc2v,176,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,90,kxkzhk35dvb4qr9s,316,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,101,7nad3j6aa88gn1rc,368,gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,102,06fq6ug5ejk7snqa,369,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,171,nq4s1aek2aqaynnt,692,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,182,yw6g1bs8dt9d54sg,727,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,265,ef0mtvtvh5xhg2n7,985,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,275,ar4w7jfqx2rrfzne,1012,gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,292,8cczrvn9jcv79uv6,1083,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,308,d2yy7j839f0kmpsn,1140,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,350,dtyzv6sgjegakj3p,1348,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,352,1jh9kznnacqrm7vj,1351,gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,388,8ypr3m4fvty01a8g,1539,gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,389,18cz6f0zt3jtgabm,1554,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,392,bk5b6ez4uew72q65,1566,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,408,64udczheatjcfm0r,1682,gezellig,gezelligheid,Positief,Niet bij het kopen van pils
gezelligheid,444,69tcwb8r38z5scq4,1878,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,539,zx794v9jkshxn7aa,1128,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,563,fe6j637cj11sfsb3,1454,gezellig,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,303,j4euj3jraexz7knd,1120,Gezeligheid,gezelligheid,Positief,Relevant bij het kopen van pils
gezelligheid,548,nz3kvrug1q925k1x,1259,Gezeligheid,gezelligheid,Positief,Relevant bij het kopen van pils
Gewoontjes,116,zdxg5a5j7km064j8,440,Gewoontjes,Gewoontjes,Neutraal,Relevant bij het kopen van pils
Gewoontjes,289,e5xhwpv827r0a3g2,1077,Gewoontjes,Gewoontjes,Negatief,Relevant bij het kopen van pils
Gewoontjes,442,xtvgd5ytjfrnafvm,1871,Gewoontjes,Gewoontjes,Negatief,Relevant bij het kopen van pils
gewoontjes,227,vnxczxexy1d93st2,873,gewoontjes,gewoontjes,Neutraal,Niet bij het kopen van pils
Gewoontebier,29,gu206mjjbv1smukz,104,Gewoontebier,Gewoontebier,Negatief,Niet bij het kopen van pils
"gewoon,~lekker",155,140fy3tszfjq6uv5,621,"gewoon, lekker","gewoon, lekker",Positief,Relevant bij het kopen van pils
gewoon~supermarkt~bier,231,8sydgg4xye0pvcvc,888,gewoon supermarkt bier,gewoon supermarkt bier,Positief,Relevant bij het kopen van pils
gewoon~huismerk~aldi,45,e5payq5sc5mvx5y7,166,gewoon huismerk aldi,gewoon huismerk aldi,Positief,Relevant bij het kopen van pils
Gewoon~biertje,273,3nze1v8rwxxzk98u,1005,Gewoon biertje,Gewoon biertje,Positief,Niet bij het kopen van pils
Gewoon~bier,299,s7tj18s36n8gjw8f,1104,Gewoon bier,Gewoon bier,Neutraal,Relevant bij het kopen van pils
Gewoon~bier,395,gyxxarrcsephmpht,1581,Gewoon bier,Gewoon bier,Positief,Relevant bij het kopen van pils
Gewoon~bier,565,4rtbqf6zseyx9uwf,1475,Gewoon bier,Gewoon bier,Neutraal,Relevant bij het kopen van pils
Gewoon~bier,592,74geugesx3j8v3pa,1772,Gewoon bier,Gewoon bier,Neutraal,Niet bij het kopen van pils
gewoon~bier,152,nu6zmr2w26ps9bcy,604,gewoon bier,gewoon bier,Positief,Relevant bij het kopen van pils
gewoon~bier,207,wbz6xpp76zam371k,799,gewoon bier,gewoon bier,Positief,Relevant bij het kopen van pils
gewoon~bier,222,fscqqrex7hxh1zjs,854,gewoon bier,gewoon bier,Positief,Relevant bij het kopen van pils
gewoon~bier,225,xu65312ur7rxh4by,871,gewoon bier,gewoon bier,Negatief,Niet bij het kopen van pils
gewoon~bier,298,z651d3sc0v3avm94,1103,gewoon bier,gewoon bier,Negatief,Relevant bij het kopen van pils
gewoon~bier,329,jc3m5fhm327msxkm,1232,gewoon bier,gewoon bier,Neutraal,Niet bij het kopen van pils
gewoon~bier,449,1f9js5tjmjsgsu09,1893,gewoon bier,gewoon bier,Positief,Relevant bij het kopen van pils
gewoon~bier,456,31m6a90xqnzspgaj,1974,gewoon bier,gewoon bier,Positief,Relevant bij het kopen van pils
gewoontjes,218,fgqq58yr9b2h37k0,843,Gewoon,gewoontjes,Positief,Relevant bij het kopen van pils
gewoontjes,245,01xdr080cacg84tg,927,Gewoon,gewoontjes,Positief,Relevant bij het kopen van pils
gewoontjes,364,1k4ddtj0mj9vtnxa,1396,Gewoon,gewoontjes,Neutraal,Niet bij het kopen van pils
gewoontjes,606,3kaq20gatd4zt87q,2056,Gewoon,gewoontjes,Neutraal,Relevant bij het kopen van pils
gewoontjes,9,xkdawsu6yvueqtty,33,gewoon,gewoontjes,Positief,Relevant bij het kopen van pils
gewoontjes,123,d9h6fdqrbk3dbpp5,482,gewoon,gewoontjes,Neutraal,Niet bij het kopen van pils
gewoontjes,211,zg4v9fh9zzt39827,810,gewoon,gewoontjes,Neutraal,Relevant bij het kopen van pils
gewoontjes,228,a92exzvxzbsa7gtb,877,gewoon,gewoontjes,Positief,Niet bij het kopen van pils
gewoontjes,256,8fhd41tv5vwyjmnc,962,gewoon,gewoontjes,Neutraal,Niet bij het kopen van pils
gewoontjes,264,6hpkerfqzzv5jhqf,984,gewoon,gewoontjes,Neutraal,Relevant bij het kopen van pils
gewoontjes,311,wvamm96rqrpk6ggf,1154,gewoon,gewoontjes,Neutraal,Niet bij het kopen van pils
gewoontjes,374,umpfxh374k4weks8,1446,gewoon,gewoontjes,Positief,Relevant bij het kopen van pils
gewoontjes,486,dt9ary7p9ru58c37,2133,gewoon,gewoontjes,Positief,Relevant bij het kopen van pils
gewoontjes,490,n2bs9pe1jrbc25nt,2186,gewoon,gewoontjes,Neutraal,Niet bij het kopen van pils
Gerst,465,v4je00qruegpzgqg,2018,Gerst,Gerst,Positief,Relevant bij het kopen van pils
goedkoop,338,2n03q0we6n5tt3um,1293,geodkoop,goedkoop,Positief,Relevant bij het kopen van pils
Genot,455,hd9nb0dkk6a6mybz,1960,Genot,Genot,Positief,Relevant bij het kopen van pils
genot,138,9vchwt53wrtj71nm,552,genot,genot,Positief,Relevant bij het kopen van pils
genot,563,fe6j637cj11sfsb3,1454,genot,genot,Positief,Relevant bij het kopen van pils
Genieten~na~een~lichamelijke~inspanning,391,e148cjhpp82c4h43,1565,Genieten na een lichamelijke inspanning,Genieten na een lichamelijke inspanning,Positief,Relevant bij het kopen van pils
Genieten,38,vvty9g7cqvzpxh4t,147,Genieten,Genieten,Positief,Relevant bij het kopen van pils
Genieten,81,b743q9gsmy4j8msz,281,Genieten,Genieten,Positief,Relevant bij het kopen van pils
Genieten,96,6rdha1saf99entdd,334,Genieten,Genieten,Positief,Relevant bij het kopen van pils
Genieten,346,x0d4pwxp2qx5765m,1330,Genieten,Genieten,Positief,Relevant bij het kopen van pils
Genieten,398,jme39j43cntpzsgn,1594,Genieten,Genieten,Positief,Relevant bij het kopen van pils
Genieten,402,bwpbv9naxd3nudda,1655,Genieten,Genieten,Positief,Relevant bij het kopen van pils
Genieten,432,n18uy66hv0fav0w3,1804,Genieten,Genieten,Positief,Relevant bij het kopen van pils
Genieten,518,fa6tczqkjmvk9fnb,487,Genieten,Genieten,Positief,Niet bij het kopen van pils
genieten,87,m5339kz0ymcd5d3s,306,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,130,tcbj1x6d0y3xg0tq,514,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,193,n97zrsu4mmu8fqk2,769,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,242,rxgpeq4zek6n9yhh,922,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,370,2q9x59u86u93myc8,1426,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,407,3p4je4mxwntk2v1m,1674,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,451,r0h9j6sdej0gcss7,1907,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,520,vfsnan22asx91ay1,548,genieten,genieten,Positief,Relevant bij het kopen van pils
genieten,558,gp7faffwddedcgmj,1424,genieten,genieten,Positief,Relevant bij het kopen van pils
makkelijk~drinkbaar,141,9ehz2yg90jbkb716,559,gemakkelijk weg te drinken,makkelijk drinkbaar,Positief,Relevant bij het kopen van pils
Gemak,485,q79he43pgx39xqy4,2131,Gemak,Gemak,Positief,Relevant bij het kopen van pils
gele~rakker,99,2ehjazf8tt5gtarn,358,gele rakker,gele rakker,Positief,Niet bij het kopen van pils
gele~drank,144,tqq24qmqu4hpp1w7,570,gele drank,gele drank,Positief,Niet bij het kopen van pils
Geen~ervaring,527,cxxt0ygw3pq2qn7y,646,Geen ervaring,Geen ervaring,Neutraal,Relevant bij het kopen van pils
geen~idee,597,8jfc8pcmhmfhp796,1839,geen,geen idee,Positief,Relevant bij het kopen van pils
Geel~wit,487,00fhy33xzzkcczjn,2168,Geel wit,Geel wit,Neutraal,Relevant bij het kopen van pils
Geel,89,8tukgrkvxwym52ky,315,Geel,Geel,Neutraal,Niet bij het kopen van pils
Geel,373,qf2r3bg11ccz8xbx,1441,Geel,Geel,Positief,Relevant bij het kopen van pils
Geel,401,hh5thmw4dw30y91u,1654,Geel,Geel,Positief,Relevant bij het kopen van pils
geel,120,k1js1e5pk13cuq8c,467,geel,geel,Positief,Niet bij het kopen van pils
Fusten,581,47ehz8vm81u8xnqg,1639,Fusten,Fusten,Neutraal,Niet bij het kopen van pils
fruit,219,jq72jv5due328uxn,847,fruit,fruit,Neutraal,Niet bij het kopen van pils
frisse~smaak,438,xzc9x1n0n142vpwu,1853,frisse smaak,frisse smaak,Positief,Relevant bij het kopen van pils
frisse~smaak,580,cy6ey3bh6bhh62rd,1634,frisse smaak,frisse smaak,Neutraal,Relevant bij het kopen van pils
Fris,470,8phu74r0fvmamyvk,2034,Frisheid,Fris,Positief,Relevant bij het kopen van pils
Fris,10,4memqr0p2kn49a6r,34,Fris,Fris,Positief,Relevant bij het kopen van pils
Fris,48,agvku2aubye5dgz7,169,Fris,Fris,Positief,Relevant bij het kopen van pils
Fris,81,b743q9gsmy4j8msz,281,Fris,Fris,Positief,Relevant bij het kopen van pils
Fris,89,8tukgrkvxwym52ky,315,Fris,Fris,Positief,Relevant bij het kopen van pils
Fris,91,kbs41qd5khtffnt4,317,Fris,Fris,Positief,Relevant bij het kopen van pils
Fris,110,k2yhy83bw1nyyhtm,419,Fris,Fris,Positief,Relevant bij het kopen van pils
Fris,111,r256cjm9bbdxhp6z,421,Fris,Fris,Positief,Relevant bij het kopen van pils
Fris,157,qfr3mt916re3hsk8,632,Fris,Fris,Positief,Niet bij het kopen van pils
Fris,170,dxamydxrhw026c5a,690,Fris,Fris,Positief,Relevant bij het kopen van pils
