Associaties;Positief/negatief;Relevant/niet relevant;Socdemo;Missie;Kopen Energiedrank;Drinken energiedrank;Kopen Red Bull;;;Positief/negatief;Relevant/niet relevant
niks;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Jeugd;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Jeugd;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Jeugd;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Jeugd;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Jeugd;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
niets;Negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;On the go;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
jeugd;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
jeugd;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 50-65;On the go;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
jeugd;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;1-2x per jaar;1-2x per jaar;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Niet superlekker;Negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Fill up;1-2x per jaar;3-4x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
je wordt er druk van;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Nooit;Minder dan 1x per jaar;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
je krijgt er energie van;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
je blijft wakker;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;1-2x per jaar;1-2x per jaar;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
je blijf er alert bij;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;1-2x per jaar;1-2x per jaar;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;On the go;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Isotonen;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
Isostar;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
iso;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;1-2x per jaar;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
is het verslavend??;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;3-4x per jaar;3-4x per jaar;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
inspanning;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
in combinatie met sporten;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
impulsdrank;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;5-11x per jaar;5-11x per jaar;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Ik krijg er geen energie van;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
ik drink nooit energiedrink.;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
niet lekker;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
niet goed voor je;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1x per maand;1x per maand;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Hyperactief;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Hyperactief;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
hyperactief;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Hyper;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Hyper;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Minder dan 1x per jaar;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Hyper;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;3-4x per jaar;5-11x per jaar;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Nachten doorhalen;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Minder dan 1x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
hyper;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
hyper;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
hyper;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
hyper;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
monster energy;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;1-2x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
hyper;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
hypedrankje;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Monster;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Monster;Negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Monster;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;1-2x per jaar;1-2x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
hoofdpijn;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
monster;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;Stocking up;1-2x per jaar;1-2x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
hip drankje;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
monster;Negatief;Niet relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Het zit in een blikje;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;1x per dag;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
monster;Negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Het geeft energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
Herinnering aan begin van de middelbare school;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Positief;Niet relevant wanneer ik energiedrank koop
hemel;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Fill up;Meer dan 1x per dag;Meer dan 1x per dag;Nooit;potential;;Positief;Niet relevant wanneer ik energiedrank koop
monster;Negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
moest verboden worden;Negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
heel zoet;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Heel vies;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Heel veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Heel veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
misselijk;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;2-3x per maand;2-3x per maand;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Mierzoet;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;On the go;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
heel veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
heel veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Mierzoet;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;5-11x per jaar;5-11x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Heel veel caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Middelbare scholieren;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Minder dan 1x per jaar;3-4x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Heel ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
heel ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
heel ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
heel erg zoet;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
hdhd;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
hartwip;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
hartverzakking;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Marketing;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Marketing;Negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;1-2x per jaar;1-2x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
hartproblemen;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Hartkloppingen;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Hartkloppingen;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
Maar voor een bepaalde tijd;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
korte suikerkik;Negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
hartkloppingen;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Relevant wanneer ik energiedrank koop
KOOLZUUR;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Koolzuur;Negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
koolhydraten;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Kleurstof;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Minder dan 1x per jaar;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Hangjongeren;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Nooit;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
kauwgomballensmaak;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Jongeren;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
jonge kinderen;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Joggingbroek;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Guarana;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Minder dan 1x per jaar;Nooit;Nooit;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Grote blikken niet meer verkocht bij AH;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;Minder dan 1x per jaar;Nooit;Nooit;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Jeugd;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
Jeugd;Negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;3-4x per jaar;5-11x per jaar;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
graag verbod op als bij alcohol;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Positief;Relevant wanneer ik energiedrank koop
jeugd;Negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Nooit;Nooit;Nooit;potential;;Negatief;Niet relevant wanneer ik energiedrank koop
